Year, Month, Monthly_MSL, Unverified, Linear_Trend, High_Conf., Low_Conf.
1911,6,,,-0.370,-0.355,-0.385,
1911,7,,,-0.370,-0.355,-0.385,
1911,8,,,-0.369,-0.354,-0.384,
1911,9,,,-0.369,-0.354,-0.384,
1911,10,,,-0.368,-0.354,-0.383,
1911,11,,,-0.368,-0.353,-0.383,
1911,12,,,-0.368,-0.353,-0.383,
1912,1,,,-0.367,-0.353,-0.382,
1912,2,,,-0.367,-0.352,-0.382,
1912,3,,,-0.367,-0.352,-0.381,
1912,4,,,-0.366,-0.351,-0.381,
1912,5,,,-0.366,-0.351,-0.381,
1912,6,,,-0.365,-0.351,-0.380,
1912,7,,,-0.365,-0.350,-0.380,
1912,8,,,-0.365,-0.350,-0.379,
1912,9,,,-0.364,-0.350,-0.379,
1912,10,,,-0.364,-0.349,-0.379,
1912,11,,,-0.363,-0.349,-0.378,
1912,12,,,-0.363,-0.348,-0.378,
1913,1,,,-0.363,-0.348,-0.377,
1913,2,,,-0.362,-0.348,-0.377,
1913,3,,,-0.362,-0.347,-0.376,
1913,4,,,-0.362,-0.347,-0.376,
1913,5,,,-0.361,-0.347,-0.376,
1913,6,,,-0.361,-0.346,-0.375,
1913,7,,,-0.360,-0.346,-0.375,
1913,8,,,-0.360,-0.345,-0.374,
1913,9,,,-0.360,-0.345,-0.374,
1913,10,,,-0.359,-0.345,-0.374,
1913,11,,,-0.359,-0.344,-0.373,
1913,12,,,-0.358,-0.344,-0.373,
1914,1,,,-0.358,-0.344,-0.372,
1914,2,,,-0.358,-0.343,-0.372,
1914,3,,,-0.357,-0.343,-0.372,
1914,4,,,-0.357,-0.343,-0.371,
1914,5,,,-0.356,-0.342,-0.371,
1914,6,,,-0.356,-0.342,-0.370,
1914,7,,,-0.356,-0.341,-0.370,
1914,8,,,-0.355,-0.341,-0.370,
1914,9,,,-0.355,-0.341,-0.369,
1914,10,,,-0.355,-0.340,-0.369,
1914,11,,,-0.354,-0.340,-0.368,
1914,12,,,-0.354,-0.340,-0.368,
1915,1,,,-0.353,-0.339,-0.368,
1915,2,,,-0.353,-0.339,-0.367,
1915,3,,,-0.353,-0.338,-0.367,
1915,4,,,-0.352,-0.338,-0.366,
1915,5,,,-0.352,-0.338,-0.366,
1915,6,,,-0.351,-0.337,-0.366,
1915,7,,,-0.351,-0.337,-0.365,
1915,8,,,-0.351,-0.337,-0.365,
1915,9,,,-0.350,-0.336,-0.364,
1915,10,,,-0.350,-0.336,-0.364,
1915,11,,,-0.349,-0.335,-0.364,
1915,12,,,-0.349,-0.335,-0.363,
1916,1,,,-0.349,-0.335,-0.363,
1916,2,,,-0.348,-0.334,-0.362,
1916,3,,,-0.348,-0.334,-0.362,
1916,4,,,-0.348,-0.334,-0.361,
1916,5,,,-0.347,-0.333,-0.361,
1916,6,,,-0.347,-0.333,-0.361,
1916,7,,,-0.346,-0.332,-0.360,
1916,8,,,-0.346,-0.332,-0.360,
1916,9,,,-0.346,-0.332,-0.359,
1916,10,,,-0.345,-0.331,-0.359,
1916,11,,,-0.345,-0.331,-0.359,
1916,12,,,-0.344,-0.331,-0.358,
1917,1,,,-0.344,-0.330,-0.358,
1917,2,,,-0.344,-0.330,-0.357,
1917,3,,,-0.343,-0.330,-0.357,
1917,4,,,-0.343,-0.329,-0.357,
1917,5,,,-0.343,-0.329,-0.356,
1917,6,,,-0.342,-0.328,-0.356,
1917,7,,,-0.342,-0.328,-0.355,
1917,8,,,-0.341,-0.328,-0.355,
1917,9,,,-0.341,-0.327,-0.355,
1917,10,,,-0.341,-0.327,-0.354,
1917,11,,,-0.340,-0.327,-0.354,
1917,12,,,-0.340,-0.326,-0.353,
1918,1,,,-0.339,-0.326,-0.353,
1918,2,,,-0.339,-0.325,-0.353,
1918,3,,,-0.339,-0.325,-0.352,
1918,4,,,-0.338,-0.325,-0.352,
1918,5,,,-0.338,-0.324,-0.351,
1918,6,,,-0.337,-0.324,-0.351,
1918,7,,,-0.337,-0.324,-0.351,
1918,8,,,-0.337,-0.323,-0.350,
1918,9,,,-0.336,-0.323,-0.350,
1918,10,,,-0.336,-0.322,-0.349,
1918,11,,,-0.336,-0.322,-0.349,
1918,12,,,-0.335,-0.322,-0.349,
1919,1,,,-0.335,-0.321,-0.348,
1919,2,,,-0.334,-0.321,-0.348,
1919,3,,,-0.334,-0.321,-0.347,
1919,4,,,-0.334,-0.320,-0.347,
1919,5,,,-0.333,-0.320,-0.347,
1919,6,,,-0.333,-0.319,-0.346,
1919,7,,,-0.332,-0.319,-0.346,
1919,8,,,-0.332,-0.319,-0.345,
1919,9,,,-0.332,-0.318,-0.345,
1919,10,,,-0.331,-0.318,-0.345,
1919,11,,,-0.331,-0.318,-0.344,
1919,12,,,-0.330,-0.317,-0.344,
1920,1,,,-0.330,-0.317,-0.343,
1920,2,,,-0.330,-0.317,-0.343,
1920,3,,,-0.329,-0.316,-0.342,
1920,4,,,-0.329,-0.316,-0.342,
1920,5,,,-0.329,-0.315,-0.342,
1920,6,,,-0.328,-0.315,-0.341,
1920,7,,,-0.328,-0.315,-0.341,
1920,8,,,-0.327,-0.314,-0.340,
1920,9,,,-0.327,-0.314,-0.340,
1920,10,,,-0.327,-0.314,-0.340,
1920,11,,,-0.326,-0.313,-0.339,
1920,12,,,-0.326,-0.313,-0.339,
1921,1,,,-0.325,-0.312,-0.338,
1921,2,,,-0.325,-0.312,-0.338,
1921,3,,,-0.325,-0.312,-0.338,
1921,4,,,-0.324,-0.311,-0.337,
1921,5,,,-0.324,-0.311,-0.337,
1921,6,,,-0.323,-0.311,-0.336,
1921,7,,,-0.323,-0.310,-0.336,
1921,8,,,-0.323,-0.310,-0.336,
1921,9,,,-0.322,-0.309,-0.335,
1921,10,,,-0.322,-0.309,-0.335,
1921,11,,,-0.322,-0.309,-0.334,
1921,12,,,-0.321,-0.308,-0.334,
1922,1,,,-0.321,-0.308,-0.334,
1922,2,,,-0.320,-0.308,-0.333,
1922,3,,,-0.320,-0.307,-0.333,
1922,4,,,-0.320,-0.307,-0.332,
1922,5,,,-0.319,-0.306,-0.332,
1922,6,,,-0.319,-0.306,-0.332,
1922,7,,,-0.318,-0.306,-0.331,
1922,8,,,-0.318,-0.305,-0.331,
1922,9,,,-0.318,-0.305,-0.330,
1922,10,,,-0.317,-0.305,-0.330,
1922,11,,,-0.317,-0.304,-0.330,
1922,12,,,-0.317,-0.304,-0.329,
1923,1,,,-0.316,-0.304,-0.329,
1923,2,,,-0.316,-0.303,-0.328,
1923,3,,,-0.315,-0.303,-0.328,
1923,4,,,-0.315,-0.302,-0.328,
1923,5,,,-0.315,-0.302,-0.327,
1923,6,,,-0.314,-0.302,-0.327,
1923,7,,,-0.314,-0.301,-0.326,
1923,8,,,-0.313,-0.301,-0.326,
1923,9,,,-0.313,-0.301,-0.325,
1923,10,,,-0.313,-0.300,-0.325,
1923,11,,,-0.312,-0.300,-0.325,
1923,12,,,-0.312,-0.299,-0.324,
1924,1,,,-0.311,-0.299,-0.324,
1924,2,,,-0.311,-0.299,-0.323,
1924,3,,,-0.311,-0.298,-0.323,
1924,4,,,-0.310,-0.298,-0.323,
1924,5,,,-0.310,-0.298,-0.322,
1924,6,,,-0.310,-0.297,-0.322,
1924,7,,,-0.309,-0.297,-0.321,
1924,8,,,-0.309,-0.296,-0.321,
1924,9,,,-0.308,-0.296,-0.321,
1924,10,,,-0.308,-0.296,-0.320,
1924,11,,,-0.308,-0.295,-0.320,
1924,12,,,-0.307,-0.295,-0.319,
1925,1,,,-0.307,-0.295,-0.319,
1925,2,,,-0.306,-0.294,-0.319,
1925,3,,,-0.306,-0.294,-0.318,
1925,4,,,-0.306,-0.293,-0.318,
1925,5,,,-0.305,-0.293,-0.317,
1925,6,,,-0.305,-0.293,-0.317,
1925,7,,,-0.304,-0.292,-0.317,
1925,8,,,-0.304,-0.292,-0.316,
1925,9,,,-0.304,-0.292,-0.316,
1925,10,,,-0.303,-0.291,-0.315,
1925,11,,,-0.303,-0.291,-0.315,
1925,12,,,-0.303,-0.291,-0.315,
1926,1,,,-0.302,-0.290,-0.314,
1926,2,,,-0.302,-0.290,-0.314,
1926,3,,,-0.301,-0.289,-0.313,
1926,4,,,-0.301,-0.289,-0.313,
1926,5,,,-0.301,-0.289,-0.313,
1926,6,,,-0.300,-0.288,-0.312,
1926,7,,,-0.300,-0.288,-0.312,
1926,8,,,-0.299,-0.288,-0.311,
1926,9,,,-0.299,-0.287,-0.311,
1926,10,,,-0.299,-0.287,-0.311,
1926,11,,,-0.298,-0.286,-0.310,
1926,12,,,-0.298,-0.286,-0.310,
1927,1,,,-0.297,-0.286,-0.309,
1927,2,,,-0.297,-0.285,-0.309,
1927,3,,,-0.297,-0.285,-0.309,
1927,4,,,-0.296,-0.285,-0.308,
1927,5,,,-0.296,-0.284,-0.308,
1927,6,,,-0.296,-0.284,-0.307,
1927,7,,,-0.295,-0.283,-0.307,
1927,8,-0.235,,-0.295,-0.283,-0.306,
1927,9,-0.322,,-0.294,-0.283,-0.306,
1927,10,-0.325,,-0.294,-0.282,-0.306,
1927,11,,,-0.294,-0.282,-0.305,
1927,12,,,-0.293,-0.282,-0.305,
1928,1,-0.440,,-0.293,-0.281,-0.304,
1928,2,-0.345,,-0.292,-0.281,-0.304,
1928,3,-0.325,,-0.292,-0.280,-0.304,
1928,4,-0.360,,-0.292,-0.280,-0.303,
1928,5,-0.249,,-0.291,-0.280,-0.303,
1928,6,-0.331,,-0.291,-0.279,-0.302,
1928,7,-0.324,,-0.291,-0.279,-0.302,
1928,8,-0.289,,-0.290,-0.279,-0.302,
1928,9,-0.237,,-0.290,-0.278,-0.301,
1928,10,-0.365,,-0.289,-0.278,-0.301,
1928,11,-0.408,,-0.289,-0.277,-0.300,
1928,12,-0.306,,-0.289,-0.277,-0.300,
1929,1,-0.424,,-0.288,-0.277,-0.300,
1929,2,-0.238,,-0.288,-0.276,-0.299,
1929,3,-0.346,,-0.287,-0.276,-0.299,
1929,4,-0.248,,-0.287,-0.276,-0.298,
1929,5,-0.408,,-0.287,-0.275,-0.298,
1929,6,-0.258,,-0.286,-0.275,-0.298,
1929,7,-0.315,,-0.286,-0.275,-0.297,
1929,8,-0.283,,-0.285,-0.274,-0.297,
1929,9,-0.279,,-0.285,-0.274,-0.296,
1929,10,-0.362,,-0.285,-0.273,-0.296,
1929,11,-0.310,,-0.284,-0.273,-0.296,
1929,12,-0.334,,-0.284,-0.273,-0.295,
1930,1,-0.242,,-0.284,-0.272,-0.295,
1930,2,-0.284,,-0.283,-0.272,-0.294,
1930,3,-0.386,,-0.283,-0.272,-0.294,
1930,4,-0.348,,-0.282,-0.271,-0.294,
1930,5,-0.359,,-0.282,-0.271,-0.293,
1930,6,-0.401,,-0.282,-0.270,-0.293,
1930,7,-0.315,,-0.281,-0.270,-0.292,
1930,8,-0.277,,-0.281,-0.270,-0.292,
1930,9,-0.377,,-0.280,-0.269,-0.292,
1930,10,-0.228,,-0.280,-0.269,-0.291,
1930,11,-0.359,,-0.280,-0.269,-0.291,
1930,12,-0.251,,-0.279,-0.268,-0.290,
1931,1,-0.321,,-0.279,-0.268,-0.290,
1931,2,-0.308,,-0.278,-0.267,-0.290,
1931,3,-0.142,,-0.278,-0.267,-0.289,
1931,4,-0.321,,-0.278,-0.267,-0.289,
1931,5,-0.332,,-0.277,-0.266,-0.288,
1931,6,-0.249,,-0.277,-0.266,-0.288,
1931,7,-0.244,,-0.277,-0.266,-0.288,
1931,8,-0.247,,-0.276,-0.265,-0.287,
1931,9,-0.294,,-0.276,-0.265,-0.287,
1931,10,-0.325,,-0.275,-0.264,-0.286,
1931,11,-0.365,,-0.275,-0.264,-0.286,
1931,12,-0.309,,-0.275,-0.264,-0.286,
1932,1,-0.205,,-0.274,-0.263,-0.285,
1932,2,-0.217,,-0.274,-0.263,-0.285,
1932,3,-0.350,,-0.273,-0.263,-0.284,
1932,4,-0.305,,-0.273,-0.262,-0.284,
1932,5,-0.310,,-0.273,-0.262,-0.283,
1932,6,-0.322,,-0.272,-0.261,-0.283,
1932,7,-0.302,,-0.272,-0.261,-0.283,
1932,8,-0.329,,-0.272,-0.261,-0.282,
1932,9,-0.249,,-0.271,-0.260,-0.282,
1932,10,-0.343,,-0.271,-0.260,-0.281,
1932,11,-0.118,,-0.270,-0.260,-0.281,
1932,12,-0.224,,-0.270,-0.259,-0.281,
1933,1,-0.162,,-0.270,-0.259,-0.280,
1933,2,-0.315,,-0.269,-0.259,-0.280,
1933,3,-0.292,,-0.269,-0.258,-0.279,
1933,4,-0.153,,-0.268,-0.258,-0.279,
